date,market_id,stall_id,scale_id,nominal_weight_g,reading_g,is_certified,last_cert_date,calibration_date,inspector_id
2026-01-01,1,29,2,500,497.11,Y,2025-09-01,2026-03-10,2
2026-01-01,1,30,1,250,249.08,Y,2025-09-01,2026-03-10,2
2026-01-01,1,30,2,500,505.26,Y,2025-09-01,2026-03-10,2
2026-01-01,1,31,1,1000,1002.95,Y,2025-09-01,2026-03-10,2
2026-01-01,1,31,2,1000,1010.91,Y,2025-09-01,2026-03-10,2
2026-01-01,1,32,1,500,496.53,Y,2025-09-01,2026-03-10,2
2026-01-01,1,32,2,100,98.04,Y,2025-09-01,2026-03-10,2
2026-01-01,1,33,1,250,248.57,Y,2025-09-01,2026-03-10,2
2026-01-01,1,33,2,250,252.65,Y,2025-09-01,2026-03-10,2
2026-01-01,1,34,1,500,490.32,Y,2025-09-01,2026-03-10,2
2026-01-01,1,34,2,250,253.32,Y,2025-09-01,2026-03-10,2
2026-01-01,1,35,1,250,254.97,Y,2025-09-01,2026-03-10,2
2026-01-01,1,35,2,250,249.72,Y,2025-09-01,2026-03-10,2
2026-01-01,1,36,1,250,254.33,Y,2025-09-01,2026-03-10,2
2026-01-01,1,36,2,100,99.86,Y,2025-09-01,2026-03-10,2
2026-01-01,1,37,1,500,505.11,Y,2025-09-01,2026-03-10,2
2026-01-01,1,37,2,1000,988.34,Y,2025-09-01,2026-03-10,2
2026-01-01,1,38,1,1000,1008.46,Y,2025-09-01,2026-03-10,2
2026-01-01,1,38,2,1000,986.89,Y,2025-09-01,2026-03-10,2
2026-01-01,1,39,1,100,98.1,Y,2025-09-01,2026-03-10,2
2026-01-01,1,39,2,250,250.1,Y,2025-09-01,2026-03-10,2
2026-01-01,1,40,1,1000,1014.4,Y,2025-09-01,2026-03-10,2
2026-01-01,1,40,2,1000,989.27,Y,2025-09-01,2026-03-10,2
2026-01-01,1,41,1,500,506.84,Y,2025-09-01,2026-03-10,2
2026-01-01,1,41,2,100,98.93,Y,2025-09-01,2026-03-10,2
2026-01-01,1,42,1,250,250.86,Y,2025-09-01,2026-03-10,2
2026-01-01,1,42,2,500,498.36,Y,2025-09-01,2026-03-10,2
2026-01-02,2,1,1,1000,989.32,Y,2025-03-22,2026-03-10,1
2026-01-02,2,1,2,250,251.13,Y,2025-03-22,2026-03-10,1
2026-01-02,2,2,1,1000,1014.54,Y,2025-03-22,2026-03-10,1
2026-01-02,2,2,2,100,99.71,Y,2025-03-22,2026-03-10,1
2026-01-02,2,3,1,1000,985.46,Y,2025-03-22,2026-03-10,1
2026-01-02,2,3,2,100,98.61,Y,2025-03-22,2026-03-10,1
2026-01-02,2,4,1,100,98.18,Y,2025-03-22,2026-03-10,1
2026-01-02,2,4,2,100,101.13,Y,2025-03-22,2026-03-10,1
2026-01-02,2,5,1,250,252.13,Y,2025-03-22,2026-03-10,1
2026-01-02,2,5,2,250,251.54,Y,2025-03-22,2026-03-10,1
2026-01-02,2,6,1,1000,982.88,Y,2025-03-22,2026-03-10,1
2026-01-02,2,6,2,500,497.22,Y,2025-03-22,2026-03-10,1
2026-01-02,2,7,1,1000,988.13,Y,2025-03-22,2026-03-10,1
2026-01-02,2,7,2,500,493.04,Y,2025-03-22,2026-03-10,1
2026-01-02,2,8,1,1000,987.82,Y,2025-03-22,2026-03-10,1
2026-01-02,2,8,2,500,497.42,Y,2025-03-22,2026-03-10,1
2026-01-02,2,9,1,250,253.47,Y,2025-03-22,2026-03-10,1
2026-01-02,2,9,2,100,99.19,Y,2025-03-22,2026-03-10,1
2026-01-02,2,10,1,100,100.48,Y,2025-03-22,2026-03-10,1
2026-01-02,2,10,2,1000,1015.72,Y,2025-03-22,2026-03-10,1
2026-01-02,2,11,1,1000,980.74,Y,2025-03-22,2026-03-10,1
2026-01-02,2,11,2,500,490.79,Y,2025-03-22,2026-03-10,1
2026-01-02,2,12,1,250,251.06,Y,2025-03-22,2026-03-10,1
2026-01-02,2,12,2,250,249.55,Y,2025-03-22,2026-03-10,1
2026-01-02,2,13,1,500,509.77,Y,2025-03-22,2026-03-10,1
2026-01-02,2,13,2,100,98.58,Y,2025-03-22,2026-03-10,1
2026-01-02,2,14,1,250,250.51,Y,2025-03-22,2026-03-10,1
2026-01-02,2,14,2,100,101.67,Y,2025-03-22,2026-03-10,1
2026-01-02,2,15,1,250,247.65,Y,2025-03-22,2026-03-10,1
2026-01-02,2,15,2,250,252.64,Y,2025-03-22,2026-03-10,1
2026-01-02,2,16,1,500,502.59,Y,2025-03-22,2026-03-10,1
2026-01-02,2,16,2,250,245.95,Y,2025-03-22,2026-03-10,1
2026-01-02,2,17,1,500,491.33,Y,2025-03-22,2026-03-10,1
2026-01-02,2,17,2,500,491.91,Y,2025-03-22,2026-03-10,1
2026-01-02,2,18,1,250,246.93,Y,2025-03-22,2026-03-10,1
2026-01-02,2,18,2,500,501.53,Y,2025-03-22,2026-03-10,1
2026-01-02,2,19,1,1000,1016.99,Y,2025-03-22,2026-03-10,1
2026-01-02,2,19,2,100,99.3,Y,2025-03-22,2026-03-10,1
2026-01-02,2,20,1,500,504.7,Y,2025-03-22,2026-03-10,1
2026-01-02,2,20,2,1000,1009.47,Y,2025-03-22,2026-03-10,1
2026-01-02,2,21,1,250,254.32,Y,2025-03-22,2026-03-10,1
2026-01-02,2,21,2,1000,997.07,Y,2025-03-22,2026-03-10,1
2026-01-02,2,22,1,100,100.47,Y,2025-03-22,2026-03-10,1
2026-01-02,2,22,2,1000,995.9,Y,2025-03-22,2026-03-10,1
2026-01-02,2,23,1,500,501.13,Y,2025-03-22,2026-03-10,1
2026-01-02,2,23,2,250,245.08,Y,2025-03-22,2026-03-10,1
2026-01-02,2,24,1,250,248.9,Y,2025-03-22,2026-03-10,1
2026-01-02,2,24,2,500,493.34,Y,2025-03-22,2026-03-10,1
2026-01-02,2,25,1,100,100.2,Y,2025-03-22,2026-03-10,1
2026-01-02,2,25,2,1000,1012.33,Y,2025-03-22,2026-03-10,1
2026-01-02,2,26,1,100,99.58,Y,2025-03-22,2026-03-10,1
2026-01-02,2,26,2,500,490.7,Y,2025-03-22,2026-03-10,1
2026-01-02,2,27,1,1000,985.05,Y,2025-03-22,2026-03-10,1
2026-01-02,2,27,2,1000,1007.73,Y,2025-03-22,2026-03-10,1
2026-01-02,2,28,1,500,490.43,Y,2025-03-22,2026-03-10,1
2026-01-02,2,28,2,250,254.61,Y,2025-03-22,2026-03-10,1
2026-01-02,2,29,1,250,245.15,Y,2025-03-22,2026-03-10,1
2026-01-02,2,29,2,100,98.42,Y,2025-03-22,2026-03-10,1
2026-01-02,2,30,1,100,98.52,Y,2025-03-22,2026-03-10,1
2026-01-02,2,30,2,1000,1001.38,Y,2025-03-22,2026-03-10,1
2026-01-02,2,31,1,1000,1017.6,Y,2025-03-22,2026-03-10,1
2026-01-02,2,31,2,500,507.93,Y,2025-03-22,2026-03-10,1
2026-01-02,2,32,1,1000,1013.79,Y,2025-03-22,2026-03-10,1
2026-01-02,2,32,2,500,509.31,Y,2025-03-22,2026-03-10,1
2026-01-02,2,33,1,500,500.93,Y,2025-03-22,2026-03-10,1
2026-01-02,2,33,2,500,501.54,Y,2025-03-22,2026-03-10,1
2026-01-02,2,34,1,100,99.96,Y,2025-03-22,2026-03-10,1
2026-01-02,2,34,2,250,248.14,Y,2025-03-22,2026-03-10,1
2026-01-02,2,35,1,500,501.87,Y,2025-03-22,2026-03-10,1
2026-01-02,2,35,2,100,98.99,Y,2025-03-22,2026-03-10,1
2026-01-02,2,36,1,1000,992.61,Y,2025-03-22,2026-03-10,1
2026-01-02,2,36,2,250,253.15,Y,2025-03-22,2026-03-10,1
2026-01-02,2,37,1,250,246.84,Y,2025-03-22,2026-03-10,1
2026-01-02,2,37,2,100,100.36,Y,2025-03-22,2026-03-10,1
2026-01-02,2,38,1,500,491.08,Y,2025-03-22,2026-03-10,1
2026-01-02,2,38,2,100,98.2,Y,2025-03-22,2026-03-10,1
2026-01-02,2,39,1,500,508.37,Y,2025-03-22,2026-03-10,1
2026-01-02,2,39,2,100,101.47,Y,2025-03-22,2026-03-10,1
2026-01-02,2,40,1,250,248.77,Y,2025-03-22,2026-03-10,1
2026-01-02,2,40,2,250,245.82,Y,2025-03-22,2026-03-10,1
2026-01-02,2,41,1,250,253.29,Y,2025-03-22,2026-03-10,1
2026-01-02,2,41,2,1000,996.7,Y,2025-03-22,2026-03-10,1
2026-01-05,3,1,1,250,250.87,N,2023-11-28,2026-03-10,3
2026-01-05,3,1,2,100,98.3,N,2023-11-28,2026-03-10,3
2026-01-05,3,2,1,500,505.1,N,2023-11-28,2026-03-10,3
2026-01-05,3,2,2,1000,1016.02,N,2023-11-28,2026-03-10,3
2026-01-05,3,3,1,100,99.29,N,2023-11-28,2026-03-10,3
2026-01-05,3,3,2,100,99.87,N,2023-11-28,2026-03-10,3
2026-01-05,3,4,1,500,497.64,N,2023-11-28,2026-03-10,3
2026-01-05,3,4,2,500,490.46,N,2023-11-28,2026-03-10,3
2026-01-05,3,5,1,500,496.35,N,2023-11-28,2026-03-10,3
2026-01-05,3,5,2,250,250.61,N,2023-11-28,2026-03-10,3
2026-01-05,3,6,1,100,101.9,N,2023-11-28,2026-03-10,3
2026-01-05,3,6,2,250,251.85,N,2023-11-28,2026-03-10,3
2026-01-05,3,7,1,500,498.53,N,2023-11-28,2026-03-10,3
2026-01-05,3,7,2,500,494.4,N,2023-11-28,2026-03-10,3
2026-01-05,3,8,1,100,101.52,N,2023-11-28,2026-03-10,3
2026-01-05,3,8,2,1000,1011.28,N,2023-11-28,2026-03-10,3
2026-01-05,3,9,1,100,99.08,N,2023-11-28,2026-03-10,3
2026-01-05,3,9,2,250,247.99,N,2023-11-28,2026-03-10,3
2026-01-05,3,10,1,100,100.11,N,2023-11-28,2026-03-10,3
2026-01-05,3,10,2,500,493.7,N,2023-11-28,2026-03-10,3
2026-01-05,3,11,1,1000,1009.33,N,2023-11-28,2026-03-10,3
2026-01-05,3,11,2,100,99.78,N,2023-11-28,2026-03-10,3
2026-01-05,3,12,1,500,501.38,N,2023-11-28,2026-03-10,3
2026-01-05,3,12,2,500,506.24,N,2023-11-28,2026-03-10,3
2026-01-05,3,13,1,100,98.27,N,2023-11-28,2026-03-10,3
2026-01-05,3,13,2,1000,1008.23,N,2023-11-28,2026-03-10,3
2026-01-05,3,14,1,500,509.66,N,2023-11-28,2026-03-10,3
2026-01-05,3,14,2,500,495.62,N,2023-11-28,2026-03-10,3
2026-01-05,3,15,1,100,101.5,N,2023-11-28,2026-03-10,3
2026-01-05,3,15,2,500,503.21,N,2023-11-28,2026-03-10,3
2026-01-05,3,16,1,1000,986.44,N,2023-11-28,2026-03-10,3
2026-01-05,3,16,2,500,508.08,N,2023-11-28,2026-03-10,3
2026-01-05,3,17,1,100,98.9,N,2023-11-28,2026-03-10,3
2026-01-05,3,17,2,250,253.39,N,2023-11-28,2026-03-10,3
2026-01-05,3,18,1,250,254.16,N,2023-11-28,2026-03-10,3
2026-01-05,3,18,2,100,99.87,N,2023-11-28,2026-03-10,3
2026-01-05,3,19,1,500,492.22,N,2023-11-28,2026-03-10,3
2026-01-05,3,19,2,250,249.8,N,2023-11-28,2026-03-10,3
2026-01-05,3,20,1,100,100.91,N,2023-11-28,2026-03-10,3
2026-01-05,3,20,2,1000,1000.22,N,2023-11-28,2026-03-10,3
2026-01-05,3,21,1,250,253.52,N,2023-11-28,2026-03-10,3
2026-01-05,3,21,2,100,98.63,N,2023-11-28,2026-03-10,3
2026-01-05,3,22,1,500,494.67,N,2023-11-28,2026-03-10,3
2026-01-05,3,22,2,500,507.81,N,2023-11-28,2026-03-10,3
2026-01-05,3,23,1,100,99.91,N,2023-11-28,2026-03-10,3
2026-01-05,3,23,2,250,247.0,N,2023-11-28,2026-03-10,3
2026-01-05,3,24,1,500,500.88,N,2023-11-28,2026-03-10,3
2026-01-05,3,24,2,500,500.21,N,2023-11-28,2026-03-10,3
2026-01-05,3,25,1,250,252.52,N,2023-11-28,2026-03-10,3
2026-01-05,3,25,2,100,98.19,N,2023-11-28,2026-03-10,3
2026-01-05,3,26,1,100,101.14,N,2023-11-28,2026-03-10,3
2026-01-05,3,26,2,1000,992.41,N,2023-11-28,2026-03-10,3
2026-01-05,3,27,1,500,507.46,N,2023-11-28,2026-03-10,3
2026-01-05,3,27,2,1000,994.08,N,2023-11-28,2026-03-10,3
2026-01-05,3,28,1,100,101.47,N,2023-11-28,2026-03-10,3
2026-01-05,3,28,2,1000,988.01,N,2023-11-28,2026-03-10,3
2026-01-05,3,29,1,500,507.08,N,2023-11-28,2026-03-10,3
2026-01-05,3,29,2,500,490.95,N,2023-11-28,2026-03-10,3
2026-01-05,3,30,1,100,100.81,N,2023-11-28,2026-03-10,3
2026-01-05,3,30,2,500,498.13,N,2023-11-28,2026-03-10,3
2026-01-05,3,31,1,500,490.69,N,2023-11-28,2026-03-10,3
2026-01-05,3,31,2,100,101.88,N,2023-11-28,2026-03-10,3
2026-01-05,3,32,1,250,247.6,N,2023-11-28,2026-03-10,3
2026-01-05,3,32,2,250,247.26,N,2023-11-28,2026-03-10,3
2026-01-05,3,33,1,250,248.45,N,2023-11-28,2026-03-10,3
2026-01-05,3,33,2,250,250.13,N,2023-11-28,2026-03-10,3
2026-01-06,4,1,1,1000,997.84,Y,2025-09-01,2026-03-10,2
2026-01-06,4,1,2,250,246.43,Y,2025-09-01,2026-03-10,2
2026-01-06,4,2,1,100,100.22,Y,2025-09-01,2026-03-10,2
2026-01-06,4,2,2,100,101.9,Y,2025-09-01,2026-03-10,2
2026-01-06,4,3,1,500,494.06,Y,2025-09-01,2026-03-10,2
2026-01-06,4,3,2,500,500.92,Y,2025-09-01,2026-03-10,2
2026-01-06,4,4,1,500,506.18,Y,2025-09-01,2026-03-10,2
2026-01-06,4,4,2,1000,994.23,Y,2025-09-01,2026-03-10,2
2026-01-06,4,5,1,500,500.68,Y,2025-09-01,2026-03-10,2
2026-01-06,4,5,2,100,100.98,Y,2025-09-01,2026-03-10,2
2026-01-06,4,6,1,500,496.28,Y,2025-09-01,2026-03-10,2
2026-01-06,4,6,2,1000,1014.49,Y,2025-09-01,2026-03-10,2
2026-01-06,4,7,1,100,99.92,Y,2025-09-01,2026-03-10,2
2026-01-06,4,7,2,250,246.89,Y,2025-09-01,2026-03-10,2
2026-01-06,4,8,1,1000,1002.22,Y,2025-09-01,2026-03-10,2
2026-01-06,4,8,2,100,101.96,Y,2025-09-01,2026-03-10,2
2026-01-06,4,9,1,100,99.1,Y,2025-09-01,2026-03-10,2
2026-01-06,4,9,2,1000,990.49,Y,2025-09-01,2026-03-10,2
2026-01-06,4,10,1,500,508.42,Y,2025-09-01,2026-03-10,2
2026-01-06,4,10,2,1000,982.28,Y,2025-09-01,2026-03-10,2
2026-01-06,4,11,1,100,99.86,Y,2025-09-01,2026-03-10,2
2026-01-06,4,11,2,500,505.97,Y,2025-09-01,2026-03-10,2
2026-01-06,4,12,1,250,249.89,Y,2025-09-01,2026-03-10,2
2026-01-06,4,12,2,100,100.37,Y,2025-09-01,2026-03-10,2
2026-01-06,4,13,1,250,246.66,Y,2025-09-01,2026-03-10,2
2026-01-06,4,13,2,250,252.5,Y,2025-09-01,2026-03-10,2
2026-01-06,4,14,1,1000,1016.14,Y,2025-09-01,2026-03-10,2
2026-01-06,4,14,2,1000,1018.38,Y,2025-09-01,2026-03-10,2
2026-01-06,4,15,1,100,99.03,Y,2025-09-01,2026-03-10,2
2026-01-06,4,15,2,250,252.09,Y,2025-09-01,2026-03-10,2
2026-01-06,4,16,1,1000,994.88,Y,2025-09-01,2026-03-10,2
2026-01-06,4,16,2,500,494.43,Y,2025-09-01,2026-03-10,2
2026-01-06,4,17,1,250,251.94,Y,2025-09-01,2026-03-10,2
2026-01-06,4,17,2,1000,997.14,Y,2025-09-01,2026-03-10,2
2026-01-06,4,18,1,500,506.32,Y,2025-09-01,2026-03-10,2
2026-01-06,4,18,2,1000,1012.12,Y,2025-09-01,2026-03-10,2
2026-01-06,4,19,1,250,249.59,Y,2025-09-01,2026-03-10,2
2026-01-06,4,19,2,100,99.37,Y,2025-09-01,2026-03-10,2
2026-01-06,4,20,1,250,247.77,Y,2025-09-01,2026-03-10,2
2026-01-06,4,20,2,500,506.48,Y,2025-09-01,2026-03-10,2
2026-01-06,4,21,1,250,245.11,Y,2025-09-01,2026-03-10,2
2026-01-06,4,21,2,1000,983.14,Y,2025-09-01,2026-03-10,2
2026-01-06,4,22,1,100,100.72,Y,2025-09-01,2026-03-10,2
2026-01-06,4,22,2,250,249.59,Y,2025-09-01,2026-03-10,2
2026-01-06,4,23,1,250,248.61,Y,2025-09-01,2026-03-10,2
2026-01-06,4,23,2,500,505.1,Y,2025-09-01,2026-03-10,2
2026-01-06,4,24,1,1000,995.49,Y,2025-09-01,2026-03-10,2
2026-01-06,4,24,2,500,499.05,Y,2025-09-01,2026-03-10,2
2026-01-06,4,25,1,1000,1003.41,Y,2025-09-01,2026-03-10,2
2026-01-06,4,25,2,100,99.9,Y,2025-09-01,2026-03-10,2
2026-01-06,4,26,1,100,101.97,Y,2025-09-01,2026-03-10,2
2026-01-06,4,26,2,1000,1016.19,Y,2025-09-01,2026-03-10,2
2026-01-06,4,27,1,250,251.54,Y,2025-09-01,2026-03-10,2
2026-01-06,4,27,2,500,492.51,Y,2025-09-01,2026-03-10,2
2026-01-06,4,28,1,250,251.88,Y,2025-09-01,2026-03-10,2
2026-01-06,4,28,2,500,500.77,Y,2025-09-01,2026-03-10,2
2026-01-06,4,29,1,500,495.61,Y,2025-09-01,2026-03-10,2
2026-01-06,4,29,2,500,508.11,Y,2025-09-01,2026-03-10,2
2026-01-06,4,30,1,1000,1000.42,Y,2025-09-01,2026-03-10,2
2026-01-06,4,30,2,250,246.46,Y,2025-09-01,2026-03-10,2
2026-01-06,4,31,1,250,251.15,Y,2025-09-01,2026-03-10,2
2026-01-06,4,31,2,100,100.49,Y,2025-09-01,2026-03-10,2
2026-01-06,4,32,1,1000,1002.2,Y,2025-09-01,2026-03-10,2
2026-01-06,4,32,2,250,252.11,Y,2025-09-01,2026-03-10,2
2026-01-06,4,33,1,1000,990.58,Y,2025-09-01,2026-03-10,2
2026-01-06,4,33,2,500,498.02,Y,2025-09-01,2026-03-10,2
2026-01-07,5,1,1,1000,999.59,N,2024-02-06,2026-03-10,4
2026-01-07,5,1,2,500,506.25,N,2024-02-06,2026-03-10,4
2026-01-07,5,2,1,500,506.96,N,2024-02-06,2026-03-10,4
2026-01-07,5,2,2,250,253.19,N,2024-02-06,2026-03-10,4
2026-01-07,5,3,1,500,495.63,N,2024-02-06,2026-03-10,4
2026-01-07,5,3,2,100,99.07,N,2024-02-06,2026-03-10,4
2026-01-07,5,4,1,250,250.02,N,2024-02-06,2026-03-10,4
2026-01-07,5,4,2,250,254.11,N,2024-02-06,2026-03-10,4
2026-01-07,5,5,1,250,254.21,N,2024-02-06,2026-03-10,4
2026-01-07,5,5,2,1000,1000.49,N,2024-02-06,2026-03-10,4
2026-01-07,5,6,1,500,506.85,N,2024-02-06,2026-03-10,4
2026-01-07,5,6,2,250,252.17,N,2024-02-06,2026-03-10,4
2026-01-07,5,7,1,500,503.0,N,2024-02-06,2026-03-10,4
2026-01-07,5,7,2,250,250.22,N,2024-02-06,2026-03-10,4
2026-01-07,5,8,1,100,101.55,N,2024-02-06,2026-03-10,4
2026-01-07,5,8,2,500,501.17,N,2024-02-06,2026-03-10,4
2026-01-07,5,9,1,1000,990.68,N,2024-02-06,2026-03-10,4
2026-01-07,5,9,2,250,251.28,N,2024-02-06,2026-03-10,4
2026-01-07,5,10,1,100,99.33,N,2024-02-06,2026-03-10,4
2026-01-07,5,10,2,500,501.54,N,2024-02-06,2026-03-10,4
2026-01-07,5,11,1,1000,1012.78,N,2024-02-06,2026-03-10,4
2026-01-07,5,11,2,500,508.33,N,2024-02-06,2026-03-10,4
2026-01-07,5,12,1,500,493.24,N,2024-02-06,2026-03-10,4
2026-01-07,5,12,2,100,99.49,N,2024-02-06,2026-03-10,4
2026-01-07,5,13,1,500,507.73,N,2024-02-06,2026-03-10,4
2026-01-07,5,13,2,100,101.38,N,2024-02-06,2026-03-10,4
2026-01-07,5,14,1,100,100.56,N,2024-02-06,2026-03-10,4
2026-01-07,5,14,2,500,491.75,N,2024-02-06,2026-03-10,4
2026-01-07,5,15,1,100,99.43,N,2024-02-06,2026-03-10,4
2026-01-07,5,15,2,100,98.7,N,2024-02-06,2026-03-10,4
2026-01-07,5,16,1,1000,984.08,N,2024-02-06,2026-03-10,4
2026-01-07,5,16,2,500,506.33,N,2024-02-06,2026-03-10,4
2026-01-07,5,17,1,500,498.79,N,2024-02-06,2026-03-10,4
2026-01-07,5,17,2,1000,989.61,N,2024-02-06,2026-03-10,4
2026-01-07,5,18,1,250,249.78,N,2024-02-06,2026-03-10,4
2026-01-07,5,18,2,500,491.14,N,2024-02-06,2026-03-10,4
2026-01-07,5,19,1,500,491.03,N,2024-02-06,2026-03-10,4
2026-01-07,5,19,2,250,249.97,N,2024-02-06,2026-03-10,4
2026-01-07,5,20,1,1000,987.12,N,2024-02-06,2026-03-10,4
2026-01-07,5,20,2,500,501.41,N,2024-02-06,2026-03-10,4
2026-01-07,5,21,1,100,98.43,N,2024-02-06,2026-03-10,4
2026-01-07,5,21,2,1000,1003.77,N,2024-02-06,2026-03-10,4
2026-01-07,5,22,1,100,99.22,N,2024-02-06,2026-03-10,4
2026-01-07,5,22,2,250,250.96,N,2024-02-06,2026-03-10,4
2026-01-07,5,23,1,500,504.22,N,2024-02-06,2026-03-10,4
2026-01-07,5,23,2,500,491.31,N,2024-02-06,2026-03-10,4
2026-01-07,5,24,1,1000,1015.19,N,2024-02-06,2026-03-10,4
2026-01-07,5,24,2,100,101.9,N,2024-02-06,2026-03-10,4
2026-01-07,5,25,1,1000,1018.21,N,2024-02-06,2026-03-10,4
2026-01-07,5,25,2,250,252.67,N,2024-02-06,2026-03-10,4
2026-01-07,5,26,1,250,246.66,N,2024-02-06,2026-03-10,4
2026-01-07,5,26,2,250,251.69,N,2024-02-06,2026-03-10,4
2026-01-07,5,27,1,500,496.57,N,2024-02-06,2026-03-10,4
2026-01-07,5,27,2,500,497.06,N,2024-02-06,2026-03-10,4
2026-01-07,5,28,1,500,494.19,N,2024-02-06,2026-03-10,4
2026-01-07,5,28,2,100,99.87,N,2024-02-06,2026-03-10,4
2026-01-07,5,29,1,250,251.14,N,2024-02-06,2026-03-10,4
2026-01-07,5,29,2,100,98.04,N,2024-02-06,2026-03-10,4
2026-01-07,5,30,1,1000,992.52,N,2024-02-06,2026-03-10,4
2026-01-07,5,30,2,1000,1019.38,N,2024-02-06,2026-03-10,4
2026-01-07,5,31,1,100,99.85,N,2024-02-06,2026-03-10,4
2026-01-07,5,31,2,500,500.48,N,2024-02-06,2026-03-10,4
2026-01-07,5,32,1,100,99.01,N,2024-02-06,2026-03-10,4
2026-01-07,5,32,2,250,246.25,N,2024-02-06,2026-03-10,4
2026-01-07,5,33,1,100,98.07,N,2024-02-06,2026-03-10,4
2026-01-07,5,33,2,500,503.48,N,2024-02-06,2026-03-10,4
2026-01-07,5,34,1,500,497.11,N,2024-02-06,2026-03-10,4
2026-01-07,5,34,2,250,245.23,N,2024-02-06,2026-03-10,4
